School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,32,Red Clay Consolidated School District,261,Brandywine Springs School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,26,6,23.08,2508.69
2021,32,Red Clay Consolidated School District,261,Brandywine Springs School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,23,6,26.09,2516.78
2021,32,Red Clay Consolidated School District,261,Brandywine Springs School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,20,6,30,2527.75
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,27,18,66.67,2474.26
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,28,19,67.86,2474.54
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,28,19,67.86,2474.54
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,28,19,67.86,2474.54
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,25,18,72,2479.04
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,28,23,82.14,2515.21
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,29,23,79.31,2513.34
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,29,23,79.31,2513.34
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,28,22,78.57,2513.57
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,27,22,81.48,2517.15
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,26,15,57.69,2546.15
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,26,15,57.69,2546.15
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,26,15,57.69,2546.15
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,25,15,60,2549.84
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,22,15,68.18,2561.32
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,27,21,77.78,2467.22
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,29,23,79.31,2469.72
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,29,23,79.31,2469.72
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,28,22,78.57,2467.21
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,29,18,62.07,2504.93
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,29,18,62.07,2504.93
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,29,18,62.07,2504.93
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,27,18,66.67,2510.89
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,27,17,62.96,2507.07
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,22,16,72.73,2569.73
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,22,16,72.73,2569.73
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,22,16,72.73,2569.73
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,21,16,76.19,2578.19
2021,32,Red Clay Consolidated School District,270,North Star Elementary School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,20,15,75,2570.85
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,24,16,66.67,2467
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,24,16,66.67,2467
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,24,16,66.67,2467
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,24,16,66.67,2467
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,31,20,64.52,2513.19
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,31,20,64.52,2513.19
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,31,20,64.52,2513.19
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,29,18,62.07,2514.17
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,30,20,66.67,2515.97
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,38,18,47.37,2511.32
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,40,19,47.5,2514.03
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,40,19,47.5,2514.03
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,39,19,48.72,2517.92
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,39,19,48.72,2518.92
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,32,21,65.63,2446.47
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,36,23,63.89,2437.08
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,36,23,63.89,2437.08
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,32,21,65.63,2437.78
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,27,21,77.78,2456.48
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,31,12,38.71,2466.77
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,31,12,38.71,2466.77
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,31,12,38.71,2466.77
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,29,12,41.38,2468.41
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,22,11,50,2491.55
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,32,16,50,2526.34
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,32,16,50,2526.34
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,32,16,50,2526.34
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,29,15,51.72,2529.59
2021,32,Red Clay Consolidated School District,271,William F. Cooke Jr. Elementary,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,28,15,53.57,2533.04
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-Foster Care,All Students,Hispanic/Latino/Female/8th Grade/Non-Foster Care,REPORTED,19,7,36.84,2492.79
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-Homeless,All Students,Hispanic/Latino/Female/8th Grade/Non-Homeless,REPORTED,19,7,36.84,2492.79
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Female,8th Grade,Non-SWD,All Students,Hispanic/Latino/Female/8th Grade/Non-SWD,REPORTED,15,7,46.67,2538.53
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,62,22,35.48,2526.79
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,62,22,35.48,2526.79
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,61,22,36.07,2528.85
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,59,22,37.29,2531.37
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,57,22,38.6,2534.82
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,57,24,42.11,2549.77
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,60,26,43.33,2549.75
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,58,25,43.1,2547.64
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,59,26,44.07,2550.15
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,54,25,46.3,2562.91
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,41,18,43.9,2577.83
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,43,18,41.86,2570.86
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,43,18,41.86,2570.86
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,42,18,42.86,2572.81
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,42,18,42.86,2572.71
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,58,20,34.48,2512.83
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,59,20,33.9,2511.29
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,59,20,33.9,2511.29
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,55,20,36.36,2517.27
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,53,20,37.74,2530.64
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,65,35,53.85,2570.57
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,65,35,53.85,2570.57
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,65,35,53.85,2570.57
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,60,32,53.33,2572.85
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,61,34,55.74,2578
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,51,23,45.1,2589.49
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,51,23,45.1,2589.49
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,51,23,45.1,2589.49
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,50,23,46,2590.16
2021,32,Red Clay Consolidated School District,276,duPont (H.B.) Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,48,23,47.92,2596.96
2021,32,Red Clay Consolidated School District,280,Skyline Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,17,7,41.18,2525.47
2021,32,Red Clay Consolidated School District,280,Skyline Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,18,7,38.89,2525.67
2021,32,Red Clay Consolidated School District,280,Skyline Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,17,7,41.18,2527.12
2021,32,Red Clay Consolidated School District,280,Skyline Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,15,6,40,2531.8
2021,32,Red Clay Consolidated School District,280,Skyline Middle School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,16,7,43.75,2536.13
2021,32,Red Clay Consolidated School District,282,Stanton Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/7th Grade/Non-Foster Care,REPORTED,58,6,10.34,2428
2021,32,Red Clay Consolidated School District,282,Stanton Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/7th Grade/Non-Homeless,REPORTED,58,6,10.34,2428
2021,32,Red Clay Consolidated School District,282,Stanton Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non Low-Income,All Students,Hispanic/Latino/Male/7th Grade/Non Low-Income,REPORTED,32,5,15.63,2440.38
2021,32,Red Clay Consolidated School District,282,Stanton Middle School,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-SWD,All Students,Hispanic/Latino/Male/7th Grade/Non-SWD,REPORTED,47,6,12.77,2445.34
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/6th Grade/Non-Foster Care,REPORTED,15,7,46.67,2526.2
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/6th Grade/Non-Homeless,REPORTED,15,7,46.67,2526.2
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,6th Grade,Non-SWD,All Students,Hispanic/Latino/Male/6th Grade/Non-SWD,REPORTED,15,7,46.67,2526.2
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Foster Care,All Students,Hispanic/Latino/Male/7th Grade/Non-Foster Care,REPORTED,15,7,46.67,2527.8
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,Hispanic/Latino,Male,7th Grade,Non-Homeless,All Students,Hispanic/Latino/Male/7th Grade/Non-Homeless,REPORTED,15,7,46.67,2527.8
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,32,6,18.75,2512.06
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,32,6,18.75,2512.06
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,32,6,18.75,2512.06
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,29,6,20.69,2512.1
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,30,6,20,2513.07
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,25,17,68,2593.44
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,28,18,64.29,2589.36
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,28,18,64.29,2589.36
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,27,17,62.96,2587.3
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,27,17,62.96,2587
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,21,15,71.43,2628.33
2021,32,Red Clay Consolidated School District,284,Conrad Schools of Science,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,22,15,68.18,2623.23
